,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,max_torque_rpm,auto_mark
4294,Hyundai i10 Sportz,2011,215000,100000,Petrol,Individual,Manual,Third Owner,20.36,1197.0,78.9,111.8,5.0,4000.0,Hyundai
4295,Maruti Wagon R LXI Minor,2009,150000,75000,Petrol,Individual,Manual,Third Owner,18.9,1061.0,67.0,84.0,5.0,3500.0,Maruti
4296,Hyundai EON Era,2013,250000,42130,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,74.5,5.0,4000.0,Hyundai
4297,Maruti Ritz LXI,2010,180000,53000,Petrol,Individual,Manual,Second Owner,21.1,1197.0,85.8,114.0,5.0,4000.0,Maruti
4298,Maruti Zen LXI,2006,150000,106000,Petrol,Individual,Manual,Second Owner,17.3,993.0,60.0,78.0,5.0,4500.0,Maruti
4299,Toyota Corolla DX,2005,275000,96000,Petrol,Individual,Manual,Second Owner,13.4,1794.0,125.0,1.6417431028944647,5.0,4200.0,Toyota
4300,Maruti Baleno Sigma,2019,556000,10000,Petrol,Individual,Manual,First Owner,21.01,1197.0,81.8,113.0,5.0,4200.0,Maruti
4301,Maruti Swift Dzire VXI Optional,2016,550000,37000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,115.0,5.0,4000.0,Maruti
4302,Mahindra XUV500 AT W9 2WD,2018,1500000,20000,Diesel,Individual,Automatic,First Owner,16.0,2179.0,138.0,330.0,7.0,2800.0,Mahindra
4303,Toyota Etios Liva 1.2 V Dual Tone,2017,549000,35000,Petrol,Individual,Manual,First Owner,17.71,1197.0,78.9,104.0,5.0,3100.0,Toyota
4304,Hyundai i20 2015-2017 Asta 1.2,2016,630000,50000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,114.7,5.0,4000.0,Hyundai
4305,Mahindra Bolero Pik-Up FB 1.7T,2020,679000,5000,Diesel,Individual,Manual,First Owner,0.0,2523.0,70.0,200.0,2.0,2200.0,Mahindra
4306,Maruti Swift 1.3 ZXI,2011,320000,85000,Petrol,Individual,Manual,First Owner,19.369999999999997,1248.0,81.86,150.0,5.0,3000.0,Maruti
4307,Hyundai Creta 1.6 CRDi SX,2017,1125000,47000,Diesel,Individual,Manual,Second Owner,19.67,1582.0,126.2,259.9,5.0,2750.0,Hyundai
4308,Honda City i-DTEC ZX,2017,1050000,50000,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,200.0,5.0,1750.0,Honda
4309,Tata Zest Quadrajet 1.3 XMS,2015,450000,57000,Diesel,Individual,Manual,First Owner,23.0,1248.0,88.7,200.0,5.0,3000.0,Tata
4310,Maruti Wagon R VXI BS IV,2010,210000,43000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,90.0,5.0,3500.0,Maruti
4311,Maruti Swift Dzire VXI,2014,470000,60000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,114.0,5.0,4000.0,Maruti
4312,Hyundai i20 Asta 1.4 CRDi,2015,550000,40000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,219.7,5.0,2750.0,Hyundai
4313,Maruti A-Star Vxi,2011,204999,60000,Petrol,Individual,Manual,First Owner,19.0,998.0,66.1,90.0,5.0,3500.0,Maruti
4314,Honda City i VTEC CVT VX,2015,950000,30000,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.3,145.0,5.0,4600.0,Honda
4315,Hyundai i20 Asta Option 1.4 CRDi,2015,550000,160000,Diesel,Individual,Manual,Second Owner,22.54,1396.0,88.73,219.7,5.0,2750.0,Hyundai
4316,Volkswagen Polo Diesel Trendline 1.2L,2013,280000,90000,Diesel,Individual,Manual,Third Owner,22.07,1199.0,73.9,180.0,5.0,2000.0,Volkswagen
4317,Maruti Ciaz ZDi Plus SHVS,2015,630000,70000,Diesel,Individual,Manual,Second Owner,28.09,1248.0,88.5,200.0,5.0,1750.0,Maruti
4318,Honda City 2017-2020 EXi,2007,220000,70000,Petrol,Individual,Manual,First Owner,17.7,1497.0,78.0,1.295039590481969,5.0,2700.0,Honda
4319,Mahindra Xylo D4,2014,320000,120000,Diesel,Individual,Manual,First Owner,14.95,2489.0,93.7,218.0,7.0,2600.0,Mahindra
4320,Hyundai EON Era Plus,2013,225000,75000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,74.5,5.0,4000.0,Hyundai
4321,Honda City 1.5 V MT,2010,380000,85000,Petrol,Individual,Manual,Second Owner,17.0,1497.0,118.0,146.0,5.0,4800.0,Honda
4322,Maruti Swift Dzire VDi,2012,380000,70000,Diesel,Individual,Manual,Third Owner,19.3,1248.0,73.9,190.0,5.0,2000.0,Maruti
4323,Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2017,600000,29000,Diesel,Individual,Manual,First Owner,22.0,1498.0,108.495,250.0,5.0,3000.0,Volkswagen
4324,Ford Endeavour 2.5L 4X2 MT,2014,620000,40000,Diesel,Individual,Manual,Second Owner,13.1,2499.0,141.0,330.0,7.0,1800.0,Ford
4325,Hyundai Verna SX CRDi AT,2012,500000,90000,Diesel,Individual,Automatic,First Owner,19.08,1582.0,126.32,259.8,5.0,2750.0,Hyundai
4326,Mahindra TUV 300 T8 AMT,2015,700000,40000,Diesel,Individual,Automatic,First Owner,18.49,1493.0,100.0,230.0,7.0,2250.0,Mahindra
4327,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2015,550000,138000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,205.0,5.0,3250.0,Ford
4328,Maruti Swift VDI Optional,2016,600000,70000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,190.0,5.0,2000.0,Maruti
4329,Volkswagen Ameo 1.0 MPI Comfortline,2019,550000,30000,Petrol,Individual,Manual,Second Owner,19.44,999.0,75.0,95.0,5.0,4300.0,Volkswagen
4330,Hyundai Verna 1.6 CRDI,2013,475000,125000,Diesel,Individual,Manual,Third Owner,22.32,1582.0,126.3,259.9,5.0,2750.0,Hyundai
4331,Honda City i DTEC S,2015,615000,120000,Diesel,Individual,Manual,Second Owner,26.0,1498.0,98.6,200.0,5.0,1750.0,Honda
4332,Maruti Swift Dzire LDI,2013,385000,180000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,190.0,5.0,2000.0,Maruti
4333,Tata Zest Revotron 1.2T XMS,2015,500000,20000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,140.0,5.0,4000.0,Tata
4334,Renault Duster 85PS Diesel RxL Option,2012,450000,80000,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.8,200.0,5.0,1750.0,Renault
4335,Toyota Innova 2.5 Z Diesel 7 Seater,2014,969999,110000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,200.0,7.0,3400.0,Toyota
4336,Hyundai Verna 1.6 SX CRDi (O),2013,580000,80000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,259.8,5.0,2750.0,Hyundai
4337,Toyota Platinum Etios 1.4 GXD,2017,550000,40000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.05,170.0,5.0,2400.0,Toyota
4338,Honda WR-V i-VTEC S,2018,780000,30000,Petrol,Individual,Manual,First Owner,17.5,1199.0,88.7,110.0,5.0,4800.0,Honda
4339,Ford Fiesta 1.5 TDCi Titanium,2014,500000,80000,Diesel,Individual,Manual,First Owner,25.01,1498.0,89.75,204.0,5.0,2750.0,Ford
4340,Skoda Laura Ambiente 2.0 TDI CR MT,2011,270000,140000,Diesel,Individual,Manual,Second Owner,20.0,1968.0,108.5,250.0,5.0,2500.0,Skoda
4341,Maruti Alto K10 VXI,2017,335000,25000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,90.0,5.0,3500.0,Maruti
4342,Tata Sumo EX,2016,445000,63000,Diesel,Dealer,Manual,First Owner,15.3,2956.0,83.8,250.0,9.0,2000.0,Tata
4343,Hyundai EON Magna Plus,2017,340000,30000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,74.5,5.0,4000.0,Hyundai
4344,Mercedes-Benz E-Class E350 Petrol,2009,1000000,80000,Petrol,Individual,Automatic,Third Owner,10.93,3498.0,272.0,355.0,5.0,4500.0,Mercedes-Benz
4345,Hyundai Creta 1.6 CRDi SX,2018,1237000,46000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,259.9,5.0,2750.0,Hyundai
4346,Maruti Swift ZXI Plus,2018,695000,40000,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,113.0,5.0,4200.0,Maruti
4347,Maruti Alto 800 VXI,2015,270000,40000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,69.0,5.0,3500.0,Maruti
4348,Maruti Ertiga SHVS VDI,2016,790000,120000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,200.0,7.0,1750.0,Maruti
4349,Maruti Swift VDI Optional,2016,590000,120000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,190.0,5.0,2000.0,Maruti
4350,Mahindra Bolero 2011-2019 ZLX,2015,540000,110000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,195.0,7.0,2200.0,Mahindra
4351,Renault Pulse RxZ,2012,265000,67000,Diesel,Individual,Manual,Second Owner,23.08,1461.0,63.12,160.0,5.0,2000.0,Renault
4352,Maruti Swift Dzire ZDI,2014,600000,50000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,190.0,5.0,2000.0,Maruti
4353,Hyundai Verna 1.6 CRDI,2012,409999,100000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.3,259.9,5.0,2750.0,Hyundai
4354,Toyota Etios GD,2015,525000,80000,Diesel,Individual,Manual,Second Owner,23.59,1364.0,67.05,170.0,5.0,2400.0,Toyota
4355,Ford Figo Diesel EXI Option,2011,150000,50000,Diesel,Individual,Manual,First Owner,18.5,1399.0,68.0,160.0,5.0,2000.0,Ford
4356,Maruti Omni 5 Seater BSIV,2011,130000,70000,Petrol,Individual,Manual,Second Owner,14.0,796.0,35.0,0.6220268899165362,5.0,3000.0,Maruti
4357,Maruti Vitara Brezza ZDi Plus Dual Tone,2017,925000,50000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,200.0,5.0,1750.0,Maruti
4358,Renault Lodgy 85PS RxE 7 Seater,2017,690000,65000,Diesel,Individual,Manual,Second Owner,21.04,1461.0,83.8,200.0,7.0,1900.0,Renault
4359,Maruti Ertiga VDI,2012,560000,200000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,200.0,7.0,1750.0,Maruti
4360,Maruti Ciaz Zeta Diesel,2018,950000,7500,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,200.0,5.0,1750.0,Maruti
4361,Maruti Swift VXI,2013,450000,35000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,114.0,5.0,4000.0,Maruti
4362,BMW 5 Series 530d,2013,2000000,60000,Diesel,Individual,Automatic,First Owner,16.2,2993.0,235.0,5.200552686187434,5.0,3000.0,BMW
4363,Maruti Swift VXi BSIV,2009,229999,71000,Petrol,Individual,Manual,First Owner,16.1,1197.0,85.0,113.0,5.0,4500.0,Maruti
4364,Maruti Alto K10 LXI,2017,300000,30000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,90.0,5.0,3500.0,Maruti
4365,Maruti Alto LXi,2012,200000,50000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,62.0,5.0,3000.0,Maruti
4366,Mercedes-Benz New C-Class C 220 CDI Elegance AT,2008,725000,80000,Diesel,Individual,Automatic,Second Owner,14.84,2143.0,170.0,400.0,5.0,2800.0,Mercedes-Benz
4367,Nissan Micra XV,2011,235000,90000,Petrol,Individual,Manual,Second Owner,18.06,1198.0,75.0,104.0,5.0,4000.0,Nissan
4368,Maruti 800 AC,2000,65000,100000,Petrol,Individual,Manual,Third Owner,16.1,796.0,37.0,59.0,4.0,2500.0,Maruti
4369,Hyundai Santro Xing XG,2004,85000,80000,Petrol,Individual,Manual,Third Owner,19.369999999999997,1248.0,81.86,150.0,5.0,3000.0,Hyundai
4370,Honda WR-V i-DTEC VX,2018,834000,30000,Diesel,Individual,Manual,First Owner,25.5,1498.0,98.6,200.0,5.0,1750.0,Honda
4371,Maruti Swift VDI Deca,2016,210000,210000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,190.0,5.0,2000.0,Maruti
4372,Mahindra TUV 300 T6 Plus,2017,700000,54188,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,240.0,7.0,2800.0,Mahindra
4373,Skoda Rapid 1.6 TDI Elegance,2012,425000,90000,Diesel,Individual,Manual,First Owner,20.5,1598.0,103.5,250.0,5.0,2500.0,Skoda
4374,Chevrolet Beat LT,2011,150000,100000,Petrol,Individual,Manual,Third Owner,18.6,1199.0,79.4,108.0,5.0,4400.0,Chevrolet
4375,Hyundai EON D Lite Plus,2014,215000,40000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,74.5,5.0,4000.0,Hyundai
4376,Datsun GO T BSIV,2014,225000,35000,Petrol,Individual,Manual,First Owner,20.63,1198.0,67.0,104.0,5.0,4000.0,Datsun
4377,Renault KWID Climber 1.0 MT,2017,330000,20000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,91.0,5.0,4250.0,Renault
4378,Maruti Omni LPG CARGO BSIII W IMMOBILISER,2007,54000,144000,LPG,Individual,Manual,Second Owner,10.9,796.0,32.8,57.0,5.0,2500.0,Maruti
4379,Hyundai Grand i10 AT Sportz,2014,374000,54043,Petrol,Dealer,Automatic,First Owner,18.9,1197.0,81.86,113.75,5.0,4000.0,Hyundai
4380,Hyundai Verna 1.6 SX CRDI (O) AT,2012,549000,66657,Diesel,Dealer,Automatic,First Owner,22.32,1582.0,126.32,259.8,5.0,2750.0,Hyundai
4381,Tata Indigo CS LS (TDI) BS-III,2016,390000,42000,Diesel,Individual,Manual,Second Owner,19.09,1405.0,69.01,135.0,5.0,2500.0,Tata
4382,Hyundai i20 Asta Optional with Sunroof 1.2,2013,455999,35582,Petrol,Dealer,Manual,First Owner,18.5,1197.0,82.85,113.7,5.0,4000.0,Hyundai
4383,Volkswagen Polo GT TSI,2013,453000,54327,Petrol,Dealer,Automatic,Second Owner,17.2,1197.0,103.6,175.0,5.0,4100.0,Volkswagen
4384,Volkswagen Ameo 1.2 MPI Highline,2016,579000,7949,Petrol,Dealer,Manual,First Owner,17.0,1198.0,73.75,110.0,5.0,3750.0,Volkswagen
4385,Hyundai i10 Sportz 1.2 AT,2010,258000,59734,Petrol,Dealer,Automatic,First Owner,16.95,1197.0,78.9,111.8,5.0,4000.0,Hyundai
4386,Honda City S,2012,428000,49185,Petrol,Dealer,Manual,First Owner,16.8,1497.0,116.4,146.0,5.0,4800.0,Honda
4387,Hyundai i10 Magna,2011,262000,56389,Petrol,Dealer,Manual,First Owner,20.36,1197.0,78.9,111.7,5.0,4000.0,Hyundai
4388,Volkswagen Polo Petrol Highline 1.2L,2013,389000,58245,Petrol,Dealer,Manual,First Owner,16.47,1198.0,73.9,110.0,5.0,3750.0,Volkswagen
4389,Nissan Micra XL Optional,2015,346000,36422,Petrol,Dealer,Manual,First Owner,18.44,1198.0,75.0,104.0,5.0,4000.0,Nissan
4390,Honda Jazz Basic,2011,339000,42535,Petrol,Dealer,Manual,First Owner,16.7,1198.0,88.8,110.0,5.0,4800.0,Honda
4391,Hyundai i10 Sportz AT,2011,272000,40736,Petrol,Dealer,Automatic,First Owner,16.95,1197.0,78.9,111.8,5.0,4000.0,Hyundai
4392,Maruti Swift VXI,2012,369000,56246,Petrol,Dealer,Manual,First Owner,18.6,1197.0,85.8,114.0,5.0,4000.0,Maruti
4393,Maruti Swift LXI,2011,277000,55403,Petrol,Dealer,Manual,First Owner,18.6,1197.0,85.8,114.0,5.0,4000.0,Maruti
4394,Tata Tigor 1.2 Revotron XZ,2018,535000,30000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,114.0,5.0,3500.0,Tata
4395,Maruti Alto K10 VXI,2015,265000,67000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,90.0,5.0,3500.0,Maruti
4396,Hyundai Verna 1.6 VTVT,2013,400000,70000,Petrol,Individual,Manual,First Owner,17.01,1591.0,121.3,154.9,5.0,4200.0,Hyundai
4397,Hyundai Grand i10 CRDi Asta,2014,459999,90000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,160.0,5.0,2750.0,Hyundai
4398,Hyundai Elite i20 Petrol Sportz,2019,667000,7500,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,114.73,5.0,4000.0,Hyundai
4399,Tata New Safari DICOR 2.2 EX 4x2,2011,300000,80000,Diesel,Individual,Manual,Second Owner,11.57,2179.0,138.1,320.0,7.0,2700.0,Tata
4400,Tata Indigo CR4,2012,229999,186000,Diesel,Individual,Manual,First Owner,23.57,1396.0,70.0,140.0,5.0,3000.0,Tata
4401,Tata Indica V2 eLS,2016,200000,110000,Diesel,Individual,Manual,Second Owner,25.0,1396.0,69.0,140.0,5.0,3000.0,Tata
4402,Ford Fiesta 1.4 TDCi EXI,2005,150000,120000,Diesel,Individual,Manual,Third Owner,17.8,1399.0,68.0,1.6621374271540232,5.0,2000.0,Ford
4403,Ford Fiesta Classic 1.4 Duratorq CLXI,2012,280000,105358,Diesel,Individual,Manual,Third Owner,17.8,1399.0,67.0,160.0,5.0,2000.0,Ford
4404,Hyundai i20 Sportz Option 1.2,2014,590000,70000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,114.7,5.0,4000.0,Hyundai
4405,Hyundai i10 Era,2010,142000,49200,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,99.04,5.0,4500.0,Hyundai
4406,Honda City i-VTEC VX,2017,850000,40000,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.6,145.0,5.0,4600.0,Honda
4407,Honda Mobilio V i DTEC,2014,600000,40000,Diesel,Individual,Manual,Second Owner,24.2,1498.0,98.6,200.0,7.0,1750.0,Honda
4408,Mahindra TUV 300 T8,2017,700000,40000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,240.0,7.0,2800.0,Mahindra
4409,Chevrolet Beat LS,2013,200000,70000,Petrol,Individual,Manual,First Owner,18.6,1199.0,79.4,108.0,5.0,4400.0,Chevrolet
4410,Hyundai Grand i10 1.2 Kappa Sportz AT,2018,650000,10000,Petrol,Individual,Automatic,Second Owner,18.9,1197.0,81.86,113.75,5.0,4000.0,Hyundai
4411,Toyota Fortuner 2.8 4WD AT BSIV,2017,3100000,70000,Diesel,Individual,Automatic,First Owner,15.04,2755.0,174.5,450.0,7.0,2400.0,Toyota
4412,Toyota Innova Crysta 2.4 VX MT 8S BSIV,2016,1500000,100600,Diesel,Individual,Manual,Second Owner,13.68,2393.0,147.8,343.0,8.0,2800.0,Toyota
4413,BMW X3 xDrive20d,2012,1800000,50000,Diesel,Individual,Automatic,First Owner,16.09,1995.0,184.0,380.0,5.0,2750.0,BMW
4414,Mahindra XUV500 W8 4WD,2014,800000,136000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,330.0,7.0,2800.0,Mahindra
4415,Mercedes-Benz GLA Class 200 CDI SPORT,2017,2100000,48000,Diesel,Individual,Automatic,Second Owner,17.9,2143.0,136.0,300.0,5.0,3000.0,Mercedes-Benz
4416,Ford Fiesta 1.4 ZXi TDCi LE,2010,250000,110000,Diesel,Individual,Manual,Third Owner,17.8,1399.0,68.0,1.6621374271540232,5.0,2000.0,Ford
4417,Renault Duster 110PS Diesel RxZ,2012,550000,86000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,248.0,5.0,2250.0,Renault
4418,Maruti Alto LXi,2009,125000,141000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,62.0,5.0,3000.0,Maruti
4419,Honda City 1.5 S MT,2011,450000,80000,Petrol,Individual,Manual,Third Owner,17.0,1497.0,118.0,146.0,5.0,4800.0,Honda
4420,Mahindra XUV500 W10 2WD,2015,850000,140000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,330.0,7.0,2800.0,Mahindra
4421,Maruti Swift Dzire ZDI,2014,459999,65000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,190.0,5.0,2000.0,Maruti
4422,Maruti Swift Dzire VDI,2014,434999,110000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,190.0,5.0,2000.0,Maruti
4423,Tata Indigo LX,2008,120000,100000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,70.0,1.3766168875202032,5.0,2500.0,Tata
4424,Maruti Swift VDI Optional,2015,600000,80000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,190.0,5.0,2000.0,Maruti
4425,Hyundai i20 2015-2017 Asta Option 1.4 CRDi,2016,780000,35000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,219.7,5.0,2750.0,Hyundai
4426,Maruti Alto LXi BSIII,2008,100000,195000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,62.0,5.0,3000.0,Maruti
4427,Hyundai i20 2015-2017 Sportz 1.4 CRDi,2017,650000,60000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,219.7,5.0,2750.0,Hyundai
4428,Maruti 800 AC,2004,50000,50000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,59.0,4.0,2500.0,Maruti
4429,Hyundai Verna 1.6 VGT CRDi,2012,425000,100000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,259.8,5.0,2750.0,Hyundai
4430,Fiat Linea 1.3 Multijet Emotion,2015,500000,70000,Diesel,Individual,Manual,First Owner,20.4,1248.0,91.7,209.0,5.0,2000.0,Fiat
4431,Maruti Swift VDI BSIV,2017,590000,30000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,190.0,5.0,2000.0,Maruti
4432,Maruti Celerio ZXI,2016,459999,27000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,90.0,5.0,3500.0,Maruti
4433,Maruti Swift ZXI Plus,2020,578000,5000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,113.0,5.0,4200.0,Maruti
4434,Maruti Ertiga VDI,2012,550000,110000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,200.0,7.0,1750.0,Maruti
4435,Honda City Corporate Edition,2013,465000,80000,Petrol,Individual,Manual,Second Owner,16.8,1497.0,116.3,146.0,5.0,4800.0,Honda
4436,Mahindra Bolero Power Plus ZLX,2018,890000,80000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,195.0,7.0,2200.0,Mahindra
4437,Mahindra Verito 1.5 D6 BSIII,2014,250000,110000,Diesel,Individual,Manual,First Owner,20.8,1461.0,65.0,160.0,5.0,2000.0,Mahindra
4438,Maruti Alto 800 LXI,2018,270000,20000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,69.0,5.0,3500.0,Maruti
4439,Honda Brio S MT,2012,265000,60000,Petrol,Individual,Manual,First Owner,19.4,1198.0,86.8,109.0,5.0,4500.0,Honda
4440,Maruti Alto LXi,2011,160000,25000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,62.0,5.0,3000.0,Maruti
4441,Renault KWID RXT,2018,335000,30000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,72.0,5.0,4386.0,Renault
4442,Maruti Ertiga ZDI,2014,684000,60000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.8,200.0,7.0,1750.0,Maruti
4443,Maruti Ertiga ZDI,2014,680000,64000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.8,200.0,7.0,1750.0,Maruti
4444,Renault Duster 85PS Diesel RxE,2014,500000,120000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,200.0,5.0,1900.0,Renault
4445,Toyota Etios GD SP,2012,390000,140000,Diesel,Individual,Manual,Second Owner,19.369999999999997,1248.0,81.86,150.0,5.0,3000.0,Toyota
4446,Toyota Etios GD SP,2012,434999,135000,Diesel,Individual,Manual,Third Owner,19.369999999999997,1248.0,81.86,150.0,5.0,3000.0,Toyota
4447,Maruti Swift VDI BSIV,2010,350000,166000,Diesel,Individual,Manual,Second Owner,19.369999999999997,1248.0,81.86,150.0,5.0,3000.0,Maruti
4448,Ford Freestyle Trend Diesel BSIV,2018,675000,60000,Diesel,Individual,Manual,First Owner,24.4,1498.0,98.63,215.0,5.0,3000.0,Ford
4449,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2011,1350000,81500,Diesel,Individual,Automatic,Second Owner,14.84,2143.0,167.62,400.0,5.0,2800.0,Mercedes-Benz
4450,Mercedes-Benz New C-Class 250 CDI Classic,2011,1350000,80000,Diesel,Individual,Automatic,First Owner,15.8,2148.0,170.0,4.282808094507299,5.0,2000.0,Mercedes-Benz
4451,Mahindra XUV300 W8 Option Diesel BSIV,2019,1200000,15000,Diesel,Individual,Manual,First Owner,20.0,1497.0,115.0,300.0,5.0,2500.0,Mahindra
4452,Mahindra XUV300 W8 Option BSIV,2019,1090000,16500,Petrol,Dealer,Manual,First Owner,17.0,1197.0,110.0,200.0,5.0,3500.0,Mahindra
4453,Hyundai i10 Magna,2009,142000,110000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,111.7,5.0,4000.0,Hyundai
4454,Hyundai Creta 1.4 CRDi Base,2017,957000,60000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,219.7,5.0,2750.0,Hyundai
4455,Maruti Swift Dzire Vdi BSIV,2011,265000,60000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,190.0,5.0,2000.0,Maruti
4456,Volkswagen Polo 1.2 MPI Comfortline,2016,395000,40000,Petrol,Individual,Manual,Second Owner,16.2,1199.0,74.0,110.0,5.0,4300.0,Volkswagen
4457,Hyundai i10 Era,2009,160000,35000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,99.04,5.0,4500.0,Hyundai
4458,Tata Indigo CS LX (TDI) BS III,2012,180000,50000,Diesel,Individual,Manual,Third Owner,19.09,1396.0,69.0,135.0,5.0,2500.0,Tata
4459,Tata Indica V2 GLX BSIII,2012,200000,30078,Petrol,Dealer,Manual,First Owner,15.3,1396.0,70.0,1.2644481040926312,5.0,2600.0,Tata
4460,Hyundai EON Magna Plus Option,2012,250000,44588,Petrol,Dealer,Manual,First Owner,21.1,814.0,55.2,74.5,5.0,4000.0,Hyundai
4461,Maruti Celerio ZXI,2015,400000,49907,Petrol,Dealer,Manual,First Owner,21.63,998.0,67.04,90.0,5.0,3500.0,Maruti
4462,Maruti Swift VXI,2013,371000,67082,Petrol,Dealer,Manual,Second Owner,21.21,1197.0,81.8,113.0,5.0,4200.0,Maruti
4463,Ford EcoSport 1.5 Diesel Titanium BSIV,2016,570000,112879,Diesel,Dealer,Manual,Second Owner,23.0,1498.0,98.96,205.0,5.0,3250.0,Ford
4464,Honda Brio S MT,2013,300000,80000,Petrol,Individual,Manual,Second Owner,19.4,1198.0,86.8,109.0,5.0,4500.0,Honda
4465,Honda City i-VTEC V,2018,949000,10200,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.6,145.0,5.0,4600.0,Honda
4466,Mahindra Bolero 2011-2019 mHAWK D70 ZLX,2018,750000,60000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,195.0,7.0,2200.0,Mahindra
